SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
151.250.96.156,20023,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.0.10,43068,173.194.123.67,443,6,4325376,29,66,692,4513,10198757,0
10.8.0.6,40273,65.55.223.28,40034,17,0,1,80,80,80,5242880,-1
10.8.8.222,57328,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.38,80,10.8.8.138,42641,6,3932160,6,60,66,390,4259840,5
10.8.8.130,49539,151.236.19.39,59683,17,4587520,57,70,70,3990,4587520,2
10.8.0.10,37314,173.194.123.31,443,6,3932160,14,60,267,1345,6296137,0
81.57.26.137,4143,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.130,38319,86.184.231.109,1901,6,4325376,7,66,114,531,4971373,2
74.125.226.35,443,10.8.8.138,60722,6,4325376,19,66,1374,5670,19557322,5
10.8.8.246,53094,224.0.0.252,5355,17,4456448,2,68,68,136,4456448,6
10.8.0.6,43286,207.189.227.29,28812,6,4325376,334,66,1090,45644,8956063,5
10.8.8.246,53845,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,52387,216.58.210.33,443,6,4325376,14,66,291,1555,7279177,0
10.8.0.10,44816,82.165.251.100,80,6,3932160,9,60,395,1177,8570652,0
10.8.0.6,40273,157.56.52.44,40028,17,0,1,75,75,75,4915200,-1
108.237.134.2,7124,10.8.8.134,50955,6,4325376,36,66,175,2603,4738616,2
151.237.8.222,33859,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
23.21.114.223,443,10.8.8.138,59312,6,4325376,89,66,1374,33551,24705599,0
10.8.8.130,59226,157.56.114.104,80,6,4325376,5,66,288,560,7340032,0
10.8.8.246,63999,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
69.25.24.24,443,10.8.8.138,58921,6,3932160,6,60,60,360,3932160,5
157.55.235.155,40033,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.8.246,61715,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,29927,134.170.58.123,443,6,3932160,9,60,923,2439,17760256,0
216.58.219.238,443,10.8.0.14,39989,6,3932160,28,60,1404,11708,27403410,0
157.55.130.154,40009,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.8.222,57916,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,15685,74.73.136.244,17773,17,0,1,60,60,60,3932160,-1
10.8.0.14,0,131.202.244.3,0,1,29032448,28,267,448,11694,27370642,6
10.8.8.134,36654,24.140.134.21,45411,6,4325376,12,66,159,946,5166421,6
10.8.8.138,43336,75.101.155.12,22,6,4325376,54403,66,1374,71191261,85759801,0
174.21.67.7,36864,10.8.8.134,15685,17,4128768,4,63,63,252,4128768,2
10.8.0.6,36439,157.55.56.157,40008,6,6160384,402,66,998,71194,11606392,5
10.8.8.222,50297,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.77.158,443,17,0,1,60,60,60,3932160,-1
10.8.8.130,48935,207.241.226.111,6969,6,4325376,6,66,420,758,8279381,4
141.219.235.176,60830,10.8.0.6,42868,6,4325376,8,66,135,663,5431296,6
10.8.8.138,45205,74.125.226.50,443,6,4325376,6,66,66,396,4325376,5
10.8.8.130,51413,178.124.189.62,24928,17,9109504,3,139,139,417,9109504,4
216.58.210.33,443,10.8.8.178,52379,6,3932160,41,60,1374,30552,48835509,0
10.8.8.138,39514,74.125.29.95,443,6,4325376,4,66,66,264,4325376,5
10.8.0.6,52205,74.125.226.186,80,6,4325376,7,66,66,462,4325376,5
10.8.8.222,64552,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,64285,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,57976,74.125.226.33,443,6,4325376,15,66,939,2783,12159112,0
89.16.148.115,8912,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
64.4.23.153,40033,10.8.8.134,15685,17,31784960,4,485,485,1940,31784960,2
10.8.8.138,57842,96.16.196.150,443,6,3932160,7,60,66,450,4213028,5
10.8.8.178,59906,216.58.210.46,80,6,4325376,4,66,74,272,4456448,5
157.55.56.159,40005,10.8.8.130,49539,17,31981568,5,488,488,2440,31981568,2
10.8.8.246,54275,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
111.221.74.47,40003,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.178,57926,173.194.67.189,443,6,7340032,2607,66,1374,429400,10794460,0
10.8.8.138,58205,74.125.226.46,443,17,5373952,7,82,1392,3288,30783195,5
10.8.8.246,63573,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,59263,157.56.114.104,80,6,4325376,5,66,288,560,7340032,0
10.8.8.130,33831,207.241.227.212,80,6,4325376,2211,66,254,153469,4548957,0
74.125.226.50,80,10.8.8.138,60931,6,3932160,3,60,66,192,4194304,5
10.8.8.130,49539,213.199.179.155,40015,17,0,1,64,64,64,4194304,-1
10.8.0.14,41462,173.194.121.0,443,6,4325376,18,66,1404,3965,14436124,0
216.58.219.238,443,10.8.0.14,39982,6,3932160,16,60,333,1885,7720960,0
173.194.123.98,443,10.8.0.14,52888,6,3932160,19,60,1404,6091,21009461,0
174.4.162.172,57397,10.8.0.6,40273,17,4194304,3,64,64,192,4194304,6
129.98.43.99,24011,10.8.8.130,56596,6,4325376,434,66,1374,121004,18272161,5
74.125.226.32,443,10.8.8.138,34714,6,4325376,27,66,1374,6596,16010202,5
10.8.8.246,64484,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
96.33.14.91,8296,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
207.241.236.176,80,10.8.8.130,43519,6,3932160,810,60,1374,1102819,89227587,5
10.8.8.178,39273,23.67.255.209,443,6,4325376,10,66,66,660,4325376,0
10.8.8.246,51138,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,15685,157.56.52.25,40002,17,0,1,76,76,76,4980736,-1
73.6.148.222,18722,10.8.8.134,60228,6,4325376,52,66,139,3642,4590040,6
74.125.226.37,443,10.8.8.138,53284,6,4325376,19,66,1374,5667,19546974,5
207.241.227.212,80,10.8.8.130,33817,6,3932160,406,60,1374,551480,89019195,5
108.40.10.184,53583,10.8.8.134,15685,17,4194304,4,64,64,256,4194304,2
71.198.46.217,19699,10.8.0.6,40273,17,7995392,6,60,122,645,7045120,6
65.55.223.17,40020,10.8.0.6,40273,17,4128768,3,63,95,253,5526869,6
74.125.226.63,443,10.8.8.138,33588,17,22937600,2,350,1392,1742,57081856,5
10.8.8.134,15685,111.221.77.153,40033,17,4194304,126,64,77,8116,4221350,2
10.8.8.134,50955,108.237.134.2,7124,6,4325376,58,66,587,16452,18589625,0
10.8.8.134,15685,65.55.223.27,40034,17,5046272,3,77,77,231,5046272,2
10.8.8.134,57451,98.245.157.115,32614,6,4325376,85,66,594,19245,14838121,6
111.221.74.45,40008,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
157.56.53.50,12350,10.8.8.134,42234,6,4653056,7,71,71,497,4653056,2
91.190.218.125,12350,10.8.0.6,58255,6,3932160,5,60,129,375,4915200,6
10.8.8.110,37445,64.233.184.16,465,6,4325376,16,66,583,2427,9940992,0
10.8.8.246,29931,131.253.18.253,443,6,4063232,3,62,66,194,4237994,0
216.58.210.1,443,10.8.8.130,60563,6,3932160,75,60,1374,41696,36434520,0
10.8.0.10,56536,173.252.79.90,3478,6,4325376,8,66,218,732,5996544,0
173.252.79.90,50015,10.8.0.10,35780,17,7733248,2,118,146,264,8650752,6
10.8.0.6,40273,157.55.235.151,40002,17,0,1,77,77,77,5046272,-1
10.8.8.138,43535,185.2.220.137,80,6,4325376,451,66,729,33720,4899942,0
10.8.0.6,40273,65.55.223.21,40029,17,0,1,80,80,80,5242880,-1
10.8.8.138,54159,74.125.226.37,443,6,4325376,20,66,328,1972,6461849,2
10.8.8.138,49925,23.235.44.143,443,6,4325376,4,66,66,264,4325376,5
10.8.8.130,49539,177.156.68.101,30400,17,0,1,60,60,60,3932160,-1
157.55.130.172,40027,10.8.0.6,40273,17,0,1,60,60,60,3932160,-1
10.8.0.6,40273,95.62.106.124,37582,17,9371648,21,142,143,2991,9334198,6
10.8.0.10,33761,173.194.123.4,443,6,4325376,30,66,692,4579,10002978,0
157.55.56.169,40006,10.8.8.178,15685,17,46989312,2,60,717,777,25460736,1
173.194.123.12,443,10.8.0.10,43135,6,4325376,9,66,1404,4552,33146652,0
10.8.8.138,58785,209.148.205.16,80,6,4325376,8,66,66,528,4325376,5
10.8.8.134,15685,128.148.60.179,42119,17,0,1,60,60,60,3932160,-1
204.236.238.164,1731,10.8.8.138,42086,6,3932160,195,60,1374,256698,86271590,5
70.245.66.95,56106,10.8.8.134,38082,6,3932160,187,60,177,12543,4395818,6
10.8.0.6,39578,45.50.54.24,39032,6,4325376,12,66,135,942,5144576,6
23.235.37.217,443,10.8.8.138,33638,6,4325376,4,66,97,295,4833280,5
10.8.8.130,51413,110.55.1.219,51413,17,0,1,139,139,139,9109504,-1
10.8.8.222,54176,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,39047,173.194.123.5,443,6,4325376,30,66,352,3500,7645866,0
10.8.8.130,49539,65.55.223.27,40034,17,5046272,5,77,86,403,5282201,2
10.8.8.138,36617,216.58.219.205,443,17,5570560,5,84,1392,2133,27957657,5
10.8.8.134,15685,157.55.56.159,40005,17,0,1,85,85,85,5570560,-1
10.8.8.130,51279,207.241.224.2,443,6,4325376,31,66,330,2715,5739685,5
192.229.163.43,443,10.8.8.138,41795,6,3932160,6,60,97,421,4598442,5
10.8.0.10,33827,173.194.123.5,443,6,7012352,33,66,1404,7399,14693965,2
10.8.8.134,51133,74.4.90.123,13913,6,4325376,11,66,118,859,5117765,2
23.235.46.143,443,10.8.8.138,38080,6,4325376,11,66,1374,6465,38517294,5
10.8.8.134,36645,24.140.134.21,45411,6,4325376,14,66,159,1101,5153938,6
10.8.8.222,63492,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
108.160.163.110,443,10.8.8.138,32809,6,4325376,192,66,1374,42123,14377984,0
195.138.87.106,51834,10.8.8.130,49539,17,4456448,5,68,68,340,4456448,2
118.137.92.41,21841,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.130,49539,157.55.235.146,443,17,0,1,60,60,60,3932160,-1
23.235.44.143,443,10.8.8.138,49848,6,4325376,4,66,97,295,4833280,5
130.88.8.60,56289,10.8.8.130,49539,17,4194304,2078,60,1420,1169572,36885981,2
10.8.8.130,49539,111.221.77.148,443,17,0,1,60,60,60,3932160,-1
10.8.0.14,46103,74.125.226.9,443,6,4849664,7,74,74,518,4849664,0
74.125.226.55,443,10.8.8.138,44443,6,4325376,15,66,216,1347,5885132,5
74.125.226.40,443,10.8.8.138,52718,6,4325376,29,66,1374,6665,15061980,5
10.8.0.6,40273,157.55.235.174,40027,17,0,1,80,80,80,5242880,-1
106.159.199.206,13681,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.110,50349,199.233.217.27,123,17,0,1,90,90,90,5898240,-1
10.8.8.134,15685,123.203.143.104,5919,17,0,1,60,60,60,3932160,-1
10.8.8.138,54426,204.236.238.164,1759,6,4325376,497,66,295,33408,4405285,0
10.8.8.134,15685,76.29.124.5,30457,17,0,1,60,60,60,3932160,-1
10.8.8.138,56596,208.117.251.116,443,6,4325376,136,66,1374,10861,5233724,0
10.8.8.130,59036,207.241.227.188,80,6,4325376,121,66,286,9574,5185468,0
10.8.8.178,38283,216.58.208.46,443,6,4325376,17,66,397,2192,8450288,0
10.8.8.130,49539,111.221.77.142,443,17,0,1,60,60,60,3932160,-1
74.125.226.56,443,10.8.8.138,54454,17,22085632,3,74,1392,1803,39387136,5
216.58.219.237,443,10.8.0.14,33024,6,3932160,13,60,215,1193,6014188,0
157.55.56.152,40002,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.0.6,40273,65.55.223.15,40016,17,12189696,10,76,508,2125,13926400,6
10.8.8.130,39696,184.162.79.221,21315,6,4325376,26,66,160,2093,5275648,6
10.8.0.10,34332,173.252.79.90,443,6,4325376,8,66,218,732,5996544,0
73.160.85.234,47031,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
74.125.226.33,443,10.8.8.138,56625,17,79495168,13,74,1392,12909,65077248,5
10.8.8.134,15685,81.105.201.97,21981,17,0,1,60,60,60,3932160,-1
10.8.8.246,51249,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,64039,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.222,50676,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,59714,207.241.228.122,80,6,4325376,790,66,277,57264,4750447,0
10.8.8.246,64569,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.4,80,10.8.0.10,34707,6,4325376,15,66,603,1535,6706517,0
10.8.0.6,40273,111.221.77.159,40015,17,0,1,77,77,77,5046272,-1
74.125.226.40,443,10.8.8.138,50886,17,31850496,11,74,1392,7517,44784919,0
10.8.8.178,15685,157.55.56.153,40033,17,0,1,77,77,77,5046272,-1
10.8.0.6,40273,157.55.235.173,40009,17,5046272,2,77,77,154,5046272,6
10.8.8.234,51055,74.125.133.16,993,6,4325376,2224,66,122,178928,5272583,2
77.103.197.35,47872,10.8.8.130,52719,6,4325376,275,66,532,38300,9127377,0
10.8.8.130,43520,207.241.236.176,80,6,4325376,1167,66,253,82792,4649405,0
157.55.235.151,40034,10.8.8.178,15685,17,0,1,717,717,717,46989312,-1
10.8.8.138,55191,54.225.199.51,80,6,4325376,12,66,1374,5060,27634346,5
10.8.8.246,62641,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,48900,216.58.221.142,443,6,4325376,4,66,74,272,4456448,5
10.8.8.130,48835,2.30.116.54,58139,6,4587520,1751,70,832,225259,8430938,6
10.8.8.246,57403,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,53275,24.156.140.33,443,6,3932160,15,60,800,1911,8349286,0
10.8.8.138,46762,74.125.226.57,443,6,4325376,19,66,328,1922,6629483,2
204.236.238.164,1321,10.8.8.138,37613,6,3932160,680,60,1374,922636,88920401,5
10.8.8.130,35880,23.194.214.46,443,6,3932160,11,60,390,1667,9931682,0
10.8.8.246,54904,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,55449,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,213.199.179.171,40004,17,0,1,75,75,75,4915200,-1
10.8.8.246,50414,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.56.52.44,40023,10.8.0.6,40273,17,7536640,6,60,164,769,8399530,6
111.221.74.14,40022,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.0.10,35065,216.58.219.229,443,6,4325376,23,66,1404,5204,14828232,0
93.184.220.29,80,10.8.8.178,38629,6,4325376,7,66,854,2046,19155236,0
10.8.8.130,34937,216.58.210.3,443,6,4325376,8,66,583,1299,10641408,0
10.8.8.110,37443,64.233.184.16,465,6,4325376,16,66,583,2426,9936896,0
10.8.8.138,47420,23.235.40.246,80,6,4325376,97,66,284,6628,4478068,0
10.8.8.138,49065,204.236.238.164,1616,6,3932160,1064,60,1374,1444694,88984460,0
10.8.8.246,29916,131.202.6.26,13000,6,3932160,16,60,1374,6841,28020736,5
10.8.8.130,41955,137.117.177.33,443,6,4325376,15,66,333,1620,7077888,2
10.8.8.110,37431,64.233.184.16,465,6,4325376,16,66,583,2429,9949184,0
10.8.0.6,60222,68.63.177.114,20718,6,4325376,11,66,142,874,5207133,6
10.8.8.130,33820,207.241.227.212,80,6,4325376,691,66,255,48425,4592736,0
64.4.23.156,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.178,39784,216.58.210.46,443,6,4325376,62,66,454,7901,8351611,0
64.4.23.142,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
216.58.210.46,443,10.8.8.178,39787,6,4325376,13,66,1374,5156,25992585,5
10.8.8.134,15685,136.169.153.247,44253,17,0,1,60,60,60,3932160,-1
86.170.118.247,12431,10.8.8.130,49539,17,4194304,8,64,64,512,4194304,2
204.236.238.164,1371,10.8.8.138,39212,6,3932160,1854,60,1374,2536082,89646531,5
10.8.0.10,34708,173.194.123.4,80,6,4325376,29,66,372,2228,5034972,0
10.8.0.10,44691,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
63.245.217.161,443,10.8.8.234,38207,6,3932160,13,60,1374,4187,21107633,0
10.8.0.10,33403,173.252.79.94,443,6,4325376,14,66,218,1560,7302582,6
10.8.0.10,18420,157.55.130.147,40019,17,4980736,2,76,76,152,4980736,6
207.241.227.82,80,10.8.8.130,52082,6,4325376,406,66,1374,551453,89014836,5
10.8.8.134,15685,180.94.128.26,51913,17,0,1,60,60,60,3932160,-1
157.55.130.148,40023,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
207.241.236.176,80,10.8.8.130,43482,6,3932160,926,60,1374,1256654,88937447,0
10.8.8.234,37878,173.194.67.16,465,6,4325376,16,66,910,2838,11624448,0
116.14.171.4,6881,10.8.8.130,51413,17,0,1,342,342,342,22413312,-1
10.8.8.246,55207,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.35,443,10.8.8.138,60743,6,4325376,11,66,215,1019,6071016,0
173.252.79.90,50015,10.8.0.10,47421,17,7733248,2,118,146,264,8650752,6
216.58.219.238,443,10.8.0.14,39987,6,4325376,23,66,1404,6224,17734611,0
10.8.8.222,60093,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.134,33059,69.181.136.22,57191,6,4325376,184,66,593,59903,21335885,2
74.125.226.37,443,10.8.8.138,39956,17,10551296,3,74,1392,1627,35542357,5
10.8.8.234,37837,173.194.67.16,465,6,4325376,15,66,907,2801,12237755,0
64.233.184.16,465,10.8.8.110,37386,6,3932160,23,60,1374,6009,17121992,5
10.8.8.246,54404,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.252.79.90,50015,10.8.0.10,53407,17,7733248,2,118,146,264,8650752,6
10.8.8.246,53035,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.14,46840,173.194.123.7,443,6,4325376,23,66,1404,5175,14745600,0
10.8.0.6,40273,213.199.179.162,40015,17,0,1,78,78,78,5111808,-1
10.8.8.110,37440,64.233.184.16,465,6,4325376,16,66,583,2423,9924608,0
10.8.8.130,49539,92.132.179.62,49841,17,0,1,60,60,60,3932160,-1
64.4.23.158,40007,10.8.8.130,49539,17,3932160,4,60,60,240,3932160,2
10.8.8.246,60096,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.110,37449,64.233.184.16,465,6,4325376,15,66,583,2335,10201770,0
108.160.169.170,443,10.8.8.138,58868,6,4325376,8,66,1374,4723,38690816,0
10.8.8.246,51200,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,0,131.202.244.3,0,1,12845056,67,167,448,21443,20974454,6
213.199.179.159,40005,10.8.8.134,15685,17,4128768,2,63,717,780,25559040,2
64.233.184.16,465,10.8.8.110,37405,6,3932160,20,60,304,2199,7205683,0
10.8.0.6,40273,111.221.77.171,40004,17,12189696,9,185,508,2049,14920362,6
10.8.8.246,137,10.8.8.247,137,17,6029312,642,92,92,59064,6029312,6
10.8.8.222,53076,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,91.190.218.125,12350,17,3932160,3,60,99,253,5526869,1
10.8.0.6,40273,111.221.77.176,40008,17,0,1,77,77,77,5046272,-1
10.8.8.130,49539,157.55.56.142,443,17,0,1,60,60,60,3932160,-1
10.8.0.14,36041,216.58.208.35,443,6,4325376,44,66,761,7970,11870952,0
207.241.236.176,80,10.8.8.130,43532,6,3932160,2019,60,1374,2756669,89480465,5
131.202.240.150,0,10.8.8.178,0,1,6684672,2,102,102,204,6684672,1
107.217.116.42,49370,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
10.8.8.222,59434,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.178,34378,24.155.74.193,2485,6,4325376,11,66,125,924,5505024,2
10.8.0.10,58077,74.125.226.169,80,6,4325376,9,66,503,1476,10747904,0
207.241.224.2,80,10.8.8.130,55915,6,4325376,5,66,424,696,9122611,0
86.170.118.247,12431,10.8.8.130,59991,6,4325376,105,66,167,7125,4447085,6
207.241.227.188,80,10.8.8.130,59047,6,4325376,13,66,1374,11008,55493868,5
74.125.226.30,443,10.8.0.10,35990,6,3932160,18,60,222,1817,6615495,0
74.125.226.34,443,10.8.8.138,59391,17,10551296,3,74,1392,1627,35542357,5
10.8.8.130,59739,207.241.228.122,80,6,4325376,1550,66,277,110186,4658806,0
174.21.67.7,36864,10.8.8.134,48915,6,4325376,30,66,155,2188,4779758,6
157.56.52.14,40029,10.8.8.134,15685,17,4063232,2,62,62,124,4063232,6
207.241.236.176,80,10.8.8.130,43479,6,4325376,1568,66,1374,2134528,89214558,5
10.8.8.178,52202,216.58.208.35,443,6,4325376,16,66,269,1711,7008256,0
10.8.8.222,51855,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,37476,74.125.226.38,443,6,4325376,31,66,1404,8293,17531937,0
173.194.123.22,443,10.8.0.10,33364,6,3932160,18,60,856,2702,9837681,0
10.8.8.234,46573,63.245.216.132,443,6,3932160,12,60,396,1296,7077888,0
10.8.8.246,62793,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.55.235.166,40024,10.8.0.6,40273,17,5701632,8,62,87,671,5496832,6
157.55.130.140,40014,10.8.0.6,40273,17,32243712,8,110,505,3632,29753344,6
10.8.8.134,15685,64.4.23.153,40033,17,5046272,4,77,77,308,5046272,2
10.8.0.10,34823,74.125.226.5,80,6,4325376,4,66,74,272,4456448,5
173.2.202.171,32094,10.8.8.134,60391,6,4325376,9,66,148,772,5621532,2
10.8.0.10,42747,216.58.219.238,443,6,4325376,22,66,1404,4460,13285934,0
10.8.0.6,40273,64.4.23.141,40007,17,0,1,80,80,80,5242880,-1
157.55.56.152,40019,10.8.8.134,15685,17,4128768,6,63,63,378,4128768,6
10.8.8.246,49673,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.234,37836,173.194.67.16,465,6,4325376,15,66,906,2800,12233386,0
213.199.179.168,40013,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
10.8.8.138,38897,204.236.238.164,1615,6,3932160,3330,60,1374,4557496,89693711,0
10.8.0.10,58241,173.194.76.127,19305,17,10616832,3003,162,162,486486,10616832,6
10.8.8.178,38086,63.245.217.113,443,6,4325376,11,66,408,1345,8013265,0
158.222.191.234,55045,10.8.8.134,15685,17,4128768,8,63,63,504,4128768,2
10.8.8.130,51413,95.211.100.159,6881,17,8912896,3,136,139,414,9043968,4
10.8.8.138,47268,24.156.140.49,443,6,3932160,18,60,583,2018,7347313,0
213.199.179.142,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
182.211.104.136,54312,10.8.8.130,51413,17,21561344,2,110,329,439,14385152,4
10.8.8.246,64283,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,51413,36.235.251.42,6881,17,0,1,139,139,139,9109504,-1
10.8.8.134,34956,24.121.103.220,43206,6,4849664,3,74,74,222,4849664,2
173.252.110.27,443,10.8.0.10,35770,6,3932160,27,60,1404,6524,15835439,0
10.8.0.6,34575,10.8.0.10,18420,6,4325376,272,66,872,22483,5417080,0
23.97.219.200,80,10.8.8.130,52090,6,4325376,3,66,447,587,12823210,0
10.8.8.138,41267,209.148.205.32,80,6,4325376,4,66,66,264,4325376,5
207.241.236.176,80,10.8.8.130,43512,6,4325376,2017,66,1374,2756552,89565390,5
10.8.0.10,36036,173.252.79.90,443,6,4325376,8,66,218,732,5996544,0
173.194.123.0,443,10.8.0.10,42399,6,7274496,8,66,1404,4798,39305216,0
10.8.8.246,60238,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,213.199.179.168,443,17,0,1,60,60,60,3932160,-1
10.8.0.6,40273,65.55.223.41,40025,17,0,1,75,75,75,4915200,-1
74.125.226.56,443,10.8.8.138,54576,17,22020096,3,71,1392,1799,39299754,0
194.132.198.82,4070,10.8.8.138,35523,6,5046272,1184,66,1374,1219322,67491120,0
63.245.217.160,443,10.8.8.178,54882,6,4325376,6,66,227,565,6171306,0
10.8.8.130,43464,207.241.236.176,80,6,4325376,1078,66,255,76587,4656034,0
10.8.8.130,49539,178.206.104.159,58470,17,0,1,60,60,60,3932160,-1
10.8.8.134,15685,10.8.8.130,49539,17,4587520,438,70,70,30660,4587520,2
10.8.8.130,59145,207.241.227.188,80,6,4325376,2019,66,296,142227,4616636,0
10.8.0.10,50051,173.252.79.90,3478,6,4325376,8,66,218,732,5996544,0
74.125.226.38,443,10.8.8.138,58180,17,10485760,8,159,1392,2734,22396928,5
10.8.0.6,40273,213.199.179.175,40024,17,0,1,79,79,79,5177344,-1
10.8.8.130,52082,207.241.227.82,80,6,4325376,367,66,353,27505,4911628,0
98.207.232.10,30860,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
64.4.23.141,40007,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
207.241.227.212,80,10.8.8.130,33813,6,4325376,407,66,1374,551550,88811746,5
208.117.251.116,443,10.8.8.138,56569,6,4325376,5,66,203,475,6225920,5
10.8.0.6,55197,64.233.178.94,80,6,4325376,7,66,66,462,4325376,5
10.8.8.246,57528,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.67.16,465,10.8.8.234,37862,6,3932160,20,60,302,2191,7179468,0
10.8.8.130,38653,82.28.221.2,17920,6,4325376,13,66,143,1081,5449570,2
10.8.8.130,49539,213.199.179.159,443,17,0,1,60,60,60,3932160,-1
86.170.118.247,12431,10.8.8.130,59914,6,4325376,22,66,164,1629,4852642,6
10.8.0.10,37067,10.8.0.14,38031,17,9043968,6,138,138,828,9043968,6
10.8.8.130,51413,88.88.199.128,16910,17,0,1,139,139,139,9109504,-1
10.8.8.130,51413,95.58.79.92,6881,17,0,1,139,139,139,9109504,-1
10.8.0.6,40273,111.221.74.44,40027,17,4915200,2,75,75,150,4915200,6
10.8.8.246,62036,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.2,443,10.8.0.10,37364,6,3932160,20,60,1404,6189,20280115,0
10.8.8.138,38332,192.0.80.241,443,6,4325376,5,66,66,330,4325376,5
